509,17,3.0,"","","",Sense and Sensibility (1995)
509,6266,2.0,"","","",What a Girl Wants (2003)
509,53123,3.5,"","","",Once (2006)
510,2804,3.0,"","","","Christmas Story, A (1983)"
512,161,4.0,"","","",Crimson Tide (1995)
514,2396,3.5,"","","",Shakespeare in Love (1998)
514,3478,3.0,"","","","Bamba, La (1987)"
517,1136,2.0,"","","",Monty Python and the Holy Grail (1975)
517,3061,5.0,"","","",Holiday Inn (1942)
517,4361,1.0,"","","",Tootsie (1982)
519,69406,3.0,"","","","Proposal, The (2009)"
520,4979,4.0,"","","","Royal Tenenbaums, The (2001)"
520,4995,4.0,"","","","Beautiful Mind, A (2001)"
522,2918,4.5,"","","",Ferris Bueller's Day Off (1986)
522,47200,2.5,"","","",Crank (2006)
525,915,3.5,"","","",Sabrina (1954)
525,5785,0.5,"","","",Jackass: The Movie (2002)
525,54503,3.5,"","","",Superbad (2007)
527,4720,4.0,"","","","Others, The (2001)"
534,2948,4.0,"","","",From Russia with Love (1963)
534,53972,3.5,"","","",Live Free or Die Hard (2007)
534,95510,3.5,"","","","Amazing Spider-Man, The (2012)"
534,103253,1.5,"","","",Elysium (2013)
548,1393,5.0,"","","",Jerry Maguire (1996)
552,1193,4.0,"","","",One Flew Over the Cuckoo's Nest (1975)
552,2735,1.5,"","","","Golden Child, The (1986)"
553,1732,3.5,"","","","Big Lebowski, The (1998)"
555,327,2.0,"","","",Tank Girl (1995)
555,1330,1.0,"","","",April Fool's Day (1986)
555,1732,4.0,"","","","Big Lebowski, The (1998)"
555,1883,1.0,"","","",Bulworth (1998)
555,3024,3.0,"","","",Piranha (1978)
559,410,3.0,"","","",Addams Family Values (1993)
560,1485,3.0,"","","",Liar Liar (1997)
560,111384,4.0,"","","",Blue Ruin (2013)
561,1544,2.5,"","","","Lost World: Jurassic Park, The (1997)"
561,63082,4.0,"","","",Slumdog Millionaire (2008)
561,106489,3.5,"","","","Hobbit: The Desolation of Smaug, The (2013)"
563,2144,4.0,"","","",Sixteen Candles (1984)
564,2273,3.0,"","","",Rush Hour (1998)
567,1203,4.5,"","",1525283652,12 Angry Men (1957)
567,1203,4.5,"","",1525283610,12 Angry Men (1957)
567,1203,4.5,"","",1525283658,12 Angry Men (1957)
567,1203,4.5,"","",1525283605,12 Angry Men (1957)
567,1203,4.5,"","",1525283612,12 Angry Men (1957)
567,1203,4.5,"","",1525283636,12 Angry Men (1957)
567,1203,4.5,"","",1525283631,12 Angry Men (1957)
567,1203,4.5,"","",1525283607,12 Angry Men (1957)
567,34150,1.0,"","","",Fantastic Four (2005)
567,68954,3.0,"","",1525286758,Up (2009)
567,68954,3.0,"","",1525286759,Up (2009)
567,68954,3.0,"","",1525286755,Up (2009)
567,68954,3.0,"","",1525286762,Up (2009)
567,83349,1.0,"","","","Green Hornet, The (2011)"
570,6333,4.0,"","","",X2: X-Men United (2003)
571,2454,2.0,"","","","Fly, The (1958)"
573,1779,NaN,"","",1186588894,Sphere (1998)
573,78499,5.0,"","","",Toy Story 3 (2010)
575,2581,4.0,"","","",Never Been Kissed (1999)
576,2580,4.5,"","","",Go (1999)
578,78316,4.0,"","","",Letters to Juliet (2010)
580,48774,5.0,"","","",Children of Men (2006)
582,109374,4.0,"","","","Grand Budapest Hotel, The (2014)"
585,2959,5.0,"","","",Fight Club (1999)
587,2001,4.0,"","","",Lethal Weapon 2 (1989)
588,589,3.0,"","","",Terminator 2: Judgment Day (1991)
590,1597,3.0,"","","",Conspiracy Theory (1997)
