517,59501,4.0,"","","","Chronicles of Narnia: Prince Caspian, The (2008)"
517,70293,1.0,"","","",Julie & Julia (2009)
517,80969,4.0,"","","",Never Let Me Go (2010)
521,608,5.0,"","","",Fargo (1996)
525,318,4.5,"","","","Shawshank Redemption, The (1994)"
525,1639,3.5,"","","",Chasing Amy (1997)
525,4728,1.5,"","","",Rat Race (2001)
525,47382,3.0,"","","",Step Up (2006)
525,79091,3.0,"","","",Despicable Me (2010)
527,4232,4.0,"","","",Spy Kids (2001)
528,99813,3.0,"","","","Batman: The Dark Knight Returns, Part 2 (2013)"
530,593,4.0,"","","","Silence of the Lambs, The (1991)"
532,110,5.0,"","","",Braveheart (1995)
534,356,4.5,"","","",Forrest Gump (1994)
534,87520,2.0,"","","",Transformers: Dark of the Moon (2011)
534,93363,4.0,"","","",John Carter (2012)
537,6888,5.0,"","","",Scary Movie 3 (2003)
541,329,4.0,"","","",Star Trek: Generations (1994)
541,648,5.0,"","","",Mission: Impossible (1996)
549,5952,3.5,"","","","Lord of the Rings: The Two Towers, The (2002)"
554,2396,5.0,"","","",Shakespeare in Love (1998)
555,913,5.0,"","","","Maltese Falcon, The (1941)"
555,1225,4.0,"","","",Amadeus (1984)
555,2817,3.0,"","","",Aces: Iron Eagle III (1992)
560,34,2.5,"","","",Babe (1995)
560,1673,4.0,"","","",Boogie Nights (1997)
560,80463,4.0,"","","","Social Network, The (2010)"
561,596,4.0,"","","",Pinocchio (1940)
562,1500,4.0,"","","",Grosse Pointe Blank (1997)
562,3578,3.5,"","","",Gladiator (2000)
564,7346,3.5,"","","","Girl Next Door, The (2004)"
566,235,2.0,"","","",Ed Wood (1994)
567,2628,0.5,"","","",Star Wars: Episode I - The Phantom Menace (1999)
567,7361,5.0,"","",1525282744,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282751,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282731,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282670,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282677,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282696,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282701,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282681,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282667,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282786,Eternal Sunshine of the Spotless Mind (2004)
567,7361,5.0,"","",1525282735,Eternal Sunshine of the Spotless Mind (2004)
