1,1208,4.0,"","","",Apocalypse Now (1979)
1,1348,4.0,"","","","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
4,457,5.0,"","","","Fugitive, The (1993)"
4,599,2.0,"","","","Wild Bunch, The (1969)"
6,274,4.0,"","","",Man of the House (1995)
6,327,1.0,"","","",Tank Girl (1995)
6,520,3.0,"","","",Robin Hood: Men in Tights (1993)
7,1101,4.0,"","","",Top Gun (1986)
8,235,3.0,"","","",Ed Wood (1994)
9,5481,5.0,"","","",Austin Powers in Goldmember (2002)
10,109853,4.0,"","","",Barefoot (2014)
18,1721,4.0,"","","",Titanic (1997)
18,1892,4.0,"","","","Perfect Murder, A (1998)"
18,3896,4.0,"","","","Way of the Gun, The (2000)"
18,4963,4.0,"","","",Ocean's Eleven (2001)
19,1259,3.0,"","","",Stand by Me (1986)
19,2548,2.0,"","","","Rage: Carrie 2, The (1999)"
19,2762,4.0,"","","","Sixth Sense, The (1999)"
19,3704,2.0,"","","",Mad Max Beyond Thunderdome (1985)
21,126548,3.0,"","","",The DUFF (2015)
27,1021,4.0,"","","",Angels in the Outfield (1994)
27,1198,5.0,"","","",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
28,16,2.5,"","","",Casino (1995)
28,996,2.0,"","","",Last Man Standing (1996)
28,1209,3.0,"","","",Once Upon a Time in the West (C'era una volta il West) (1968)
28,2762,3.0,"","","","Sixth Sense, The (1999)"
28,3681,3.5,"","","",For a Few Dollars More (Per qualche dollaro in più) (1965)
28,7445,2.0,"","","",Man on Fire (2004)
31,377,5.0,"","","",Speed (1994)
32,26,4.0,"","","",Othello (1995)
33,1271,3.0,"","","",Fried Green Tomatoes (1991)
36,919,1.5,"","","","Wizard of Oz, The (1939)"
40,329,3.0,"","","",Star Trek: Generations (1994)
41,1682,3.0,"","","","Truman Show, The (1998)"
41,97921,4.0,"","","",Silver Linings Playbook (2012)
42,434,4.0,"","","",Cliffhanger (1993)
42,1663,4.0,"","","",Stripes (1981)
43,7,5.0,"","","",Sabrina (1995)
45,2492,4.0,"","","",20 Dates (1998)
47,81932,4.0,"","","","Fighter, The (2010)"
50,74458,2.5,"","","",Shutter Island (2010)
50,175485,0.5,"","","",Death Note (2017)
51,924,5.0,"","","",2001: A Space Odyssey (1968)
51,2683,0.5,"","","",Austin Powers: The Spy Who Shagged Me (1999)
51,3115,5.0,"","","",Flawless (1999)
57,1179,2.0,"","","","Grifters, The (1990)"
57,1374,5.0,"","","",Star Trek II: The Wrath of Khan (1982)
57,3740,4.0,"","","",Big Trouble in Little China (1986)
58,32,5.0,"","","",Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
58,595,5.0,"","","",Beauty and the Beast (1991)
61,318,5.0,"","","","Shawshank Redemption, The (1994)"
62,1097,4.5,"","","",E.T. the Extra-Terrestrial (1982)
62,8360,1.0,"","","",Shrek 2 (2004)
62,108190,3.0,"","",1525554841,Divergent (2014)
62,108190,3.0,"","",1525554835,Divergent (2014)
62,108190,3.0,"","",1525554830,Divergent (2014)
62,108190,3.0,"","",1525554832,Divergent (2014)
62,108190,3.0,"","",1525554845,Divergent (2014)
62,108190,3.0,"","",1525554847,Divergent (2014)
62,108190,3.0,"","",1525554839,Divergent (2014)
62,108190,3.0,"","",1525554843,Divergent (2014)
64,48,3.0,"","","",Pocahontas (1995)
64,1079,4.5,"","","","Fish Called Wanda, A (1988)"
64,1580,3.5,"","","",Men in Black (a.k.a. MIB) (1997)
64,6659,4.5,"","","",Tremors (1990)
66,2288,5.0,"","","","Thing, The (1982)"
66,4993,5.0,"","","","Lord of the Rings: The Fellowship of the Ring, The (2001)"
68,1136,3.5,"","","",Monty Python and the Holy Grail (1975)
68,50806,1.0,"","","",Norbit (2007)
68,58295,3.5,"","","","Bank Job, The (2008)"
73,45720,4.0,"","","","Devil Wears Prada, The (2006)"
74,6270,5.0,"","","",Akira Kurosawa's Dreams (Dreams) (1990)
77,4973,2.5,"","","","Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
80,65682,4.5,"","","",Underworld: Rise of the Lycans (2009)
80,85397,4.0,"","","",Red Riding Hood (2011)
82,4018,4.0,"","","",What Women Want (2000)
82,6537,4.5,"","","",Terminator 3: Rise of the Machines (2003)
83,71535,2.0,"","","",Zombieland (2009)
84,898,5.0,"","","","Philadelphia Story, The (1940)"
86,318,4.5,"","","","Shawshank Redemption, The (1994)"
89,5110,3.0,"","","",Super Troopers (2001)
91,780,3.5,"","","",Independence Day (a.k.a. ID4) (1996)
93,2161,5.0,"","","","NeverEnding Story, The (1984)"
95,6934,4.0,"","","","Matrix Revolutions, The (2003)"
96,434,4.0,"","","",Cliffhanger (1993)
102,237,3.0,"","","",Forget Paris (1995)
104,7375,3.0,"","","","Prince & Me, The (2004)"
105,30812,4.0,"","","","Aviator, The (2004)"
105,172583,5.0,"","","",Investigation Held by Kolobki (1986)
107,161,4.0,"","","",Crimson Tide (1995)
108,1204,5.0,"","","",Lawrence of Arabia (1962)
108,5011,4.0,"","","",Charlotte Gray (2001)
108,5673,5.0,"","","",Punch-Drunk Love (2002)
111,119155,3.5,"","","",Night at the Museum: Secret of the Tomb (2014)
112,1196,5.0,"","","",Star Wars: Episode V - The Empire Strikes Back (1980)
115,1617,4.0,"","","",L.A. Confidential (1997)
117,172,3.0,"","","",Johnny Mnemonic (1995)
117,786,3.0,"","","",Eraser (1996)
121,780,4.0,"","","",Independence Day (a.k.a. ID4) (1996)
125,8376,4.0,"","","",Napoleon Dynamite (2004)
125,139855,3.5,"","","",Anomalisa (2015)
126,364,5.0,"","","","Lion King, The (1994)"
129,2959,4.0,"","","",Fight Club (1999)
131,3178,3.0,"","","","Hurricane, The (1999)"
132,4239,2.5,"","","",Blow (2001)
132,27731,3.0,"","","","Cat Returns, The (Neko no ongaeshi) (2002)"
133,474,3.0,"","","",In the Line of Fire (1993)
135,47,5.0,"","","",Seven (a.k.a. Se7en) (1995)
135,2798,1.0,"","","",Problem Child (1990)
136,585,1.0,"","","","Brady Bunch Movie, The (1995)"
139,7445,2.0,"","","",Man on Fire (2004)
140,2590,2.5,"","","",Hideous Kinky (1998)
143,4447,5.0,"","","",Legally Blonde (2001)
149,741,4.0,"","","",Ghost in the Shell (Kôkaku kidôtai) (1995)
154,152081,4.5,"","","",Zootopia (2016)
156,1425,3.0,"","","",Fierce Creatures (1997)
160,3864,1.0,"","","",Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
160,4792,2.5,"","","",13 Ghosts (1960)
166,1197,4.5,"","","","Princess Bride, The (1987)"
166,1721,3.0,"","","",Titanic (1997)
169,3552,4.5,"","","",Caddyshack (1980)
169,5218,4.0,"","","",Ice Age (2002)
169,6252,2.5,"","","",View from the Top (2003)
169,7143,4.5,"","","","Last Samurai, The (2003)"
169,8008,5.0,"","","",Brigadoon (1954)
177,899,5.0,"","","",Singin' in the Rain (1952)
177,4027,3.0,"","","","O Brother, Where Art Thou? (2000)"
177,8907,3.0,"","","",Shark Tale (2004)
177,71464,2.5,"","","","Serious Man, A (2009)"
177,77561,3.5,"","","",Iron Man 2 (2010)
182,1584,0.5,"","","",Contact (1997)
182,2530,1.5,"","","",Beneath the Planet of the Apes (1970)
185,1393,4.0,"","","",Jerry Maguire (1996)
186,648,4.0,"","","",Mission: Impossible (1996)
186,2530,4.0,"","","",Beneath the Planet of the Apes (1970)
186,3755,3.0,"","","","Perfect Storm, The (2000)"
191,223,5.0,"","","",Clerks (1994)
195,1573,3.0,"","","",Face/Off (1997)
198,3746,5.0,"","","",Butterfly (La lengua de las mariposas) (1999)
199,1094,3.0,"","","","Crying Game, The (1992)"
199,1276,4.0,"","","",Cool Hand Luke (1967)
199,2174,2.5,"","","",Beetlejuice (1988)
199,3328,3.0,"","","",Ghost Dog: The Way of the Samurai (1999)
199,3868,3.5,"","","","Naked Gun: From the Files of Police Squad!, The (1988)"
200,2628,3.0,"","","",Star Wars: Episode I - The Phantom Menace (1999)
202,750,5.0,"","","",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
205,40815,3.5,"","","",Harry Potter and the Goblet of Fire (2005)
210,56915,4.0,"","","","Water Horse: Legend of the Deep, The (2007)"
216,913,4.0,"","","","Maltese Falcon, The (1941)"
216,3977,4.0,"","","",Charlie's Angels (2000)
217,374,3.0,"","","",Richie Rich (1994)
217,393,1.0,"","","",Street Fighter (1994)
217,1641,5.0,"","","","Full Monty, The (1997)"
217,2152,2.0,"","","",Air Bud: Golden Receiver (1998)
217,3087,2.0,"","","",Scrooged (1988)
219,480,4.0,"","","",Jurassic Park (1993)
219,733,3.5,"","","","Rock, The (1996)"
219,2301,4.5,"","","",History of the World: Part I (1981)
220,150,5.0,"","","",Apollo 13 (1995)
221,58,4.5,"","","","Postman, The (Postino, Il) (1994)"
221,1222,4.5,"","","",Full Metal Jacket (1987)
222,2378,3.5,"","","",Police Academy (1984)
222,4979,1.5,"","","","Royal Tenenbaums, The (2001)"
222,32587,4.0,"","","",Sin City (2005)
222,103137,1.5,"","","","Bling Ring, The (2013)"
225,1079,4.0,"","","","Fish Called Wanda, A (1988)"
225,3042,3.0,"","","",Meatballs III (1987)
226,367,3.0,"","","","Mask, The (1994)"
226,2987,3.0,"","","",Who Framed Roger Rabbit? (1988)
229,36,4.0,"","","",Dead Man Walking (1995)
232,594,2.5,"","","",Snow White and the Seven Dwarfs (1937)
232,1029,2.0,"","","",Dumbo (1941)
232,4718,3.5,"","","",American Pie 2 (2001)
232,7156,3.5,"","","","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)"
232,78893,2.0,"","","","Last Airbender, The (2010)"
233,3147,4.0,"","","","Green Mile, The (1999)"
233,122912,2.0,"","","",Avengers: Infinity War - Part I (2018)
239,2987,3.5,"","","",Who Framed Roger Rabbit? (1988)
241,47,4.0,"","","",Seven (a.k.a. Se7en) (1995)
246,1240,4.5,"","","","Terminator, The (1984)"
249,5464,4.0,"","","",Road to Perdition (2002)
249,57528,4.0,"","","",Rambo (Rambo 4) (2008)
