414,79702,5.0,"","","",Scott Pilgrim vs. the World (2010)
414,91630,2.0,"","","",Mission: Impossible - Ghost Protocol (2011)
416,3677,4.0,"","","",Baraka (1992)
419,85394,3.0,"","","",Cave of Forgotten Dreams (2010)
422,2728,5.0,"","","",Spartacus (1960)
422,4835,4.0,"","","",Coal Miner's Daughter (1980)
428,637,1.5,"","","",Sgt. Bilko (1996)
428,1479,3.0,"","","","Saint, The (1997)"
434,1090,5.0,"","","",Platoon (1986)
434,1240,3.5,"","","","Terminator, The (1984)"
434,4886,4.5,"","","","Monsters, Inc. (2001)"
437,648,3.0,"","","",Mission: Impossible (1996)
438,704,2.5,"","","","Quest, The (1996)"
438,899,4.0,"","","",Singin' in the Rain (1952)
438,2617,4.0,"","","","Mummy, The (1999)"
438,2681,3.5,"","","",Free Enterprise (1998)
438,36276,1.5,"","","",Hidden (a.k.a. Cache) (Caché) (2005)
446,339,3.0,"","","",While You Were Sleeping (1995)
447,520,3.0,"","","",Robin Hood: Men in Tights (1993)
448,350,2.5,"","","","Client, The (1994)"
448,370,3.0,"","","",Naked Gun 33 1/3: The Final Insult (1994)
448,2406,3.0,"","","",Romancing the Stone (1984)
448,2993,4.5,"","","",Thunderball (1965)
448,3980,2.0,"","","",Men of Honor (2000)
448,4756,1.0,"","","","Musketeer, The (2001)"
448,5700,0.5,"","","",The Pumaman (1980)
448,7454,2.0,"","","",Van Helsing (2004)
448,78893,1.0,"","","","Last Airbender, The (2010)"
448,82499,2.5,"","","",How Do You Know (2010)
448,89492,4.0,"","","",Moneyball (2011)
450,551,4.0,"","","","Nightmare Before Christmas, The (1993)"
451,32,5.0,"","","",Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
452,1614,4.0,"","","",In & Out (1997)
452,4571,4.0,"","","",Bill & Ted's Excellent Adventure (1989)
452,6537,4.5,"","","",Terminator 3: Rise of the Machines (2003)
453,480,4.0,"","","",Jurassic Park (1993)
453,552,4.0,"","","","Three Musketeers, The (1993)"
453,2985,4.0,"","","",RoboCop (1987)
453,3882,4.0,"","","",Bring It On (2000)
457,1375,4.0,"","","",Star Trek III: The Search for Spock (1984)
458,289,3.0,"","","",Only You (1994)
460,541,3.0,"","","",Blade Runner (1982)
460,3114,4.0,"","","",Toy Story 2 (1999)
460,3827,3.5,"","","",Space Cowboys (2000)
462,52,3.0,"","","",Mighty Aphrodite (1995)
462,231,2.5,"","","",Dumb & Dumber (Dumb and Dumber) (1994)
462,9018,4.0,"","","",Control Room (2004)
468,266,4.0,"","","",Legends of the Fall (1994)
469,296,5.0,"","","",Pulp Fiction (1994)
469,1036,4.0,"","","",Die Hard (1988)
469,1198,4.0,"","","",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
469,2094,2.0,"","","","Rocketeer, The (1991)"
469,2186,5.0,"","","",Strangers on a Train (1951)
469,2391,5.0,"","","","Simple Plan, A (1998)"
473,4880,3.5,"","","",Life as a House (2001)
474,272,3.5,"","",1138137566,"Madness of King George, The (1994)"
474,272,3.5,"","",1138137566,"Madness of King George, The (1994)"
474,1947,5.0,"","",1137202674,West Side Story (1961)
474,2020,4.0,"","",1137368176,Dangerous Liaisons (1988)
474,4860,2.0,"","","",Making the Grade (1984)
474,5525,3.5,"","","",Mostly Martha (Bella Martha) (2001)
474,5572,3.5,"","","",Barbershop (2002)
474,6912,3.5,"","",1137179371,You'll Never Get Rich (1941)
