474,4509,1.5,"","","","Great Outdoors, The (1988)"
474,4929,2.0,"","","","Toy, The (1982)"
474,6370,2.5,"","","","Spanish Apartment, The (L'auberge espagnole) (2002)"
474,8778,3.5,"","","",Sherlock Holmes: Dressed to Kill (1946)
474,8958,4.0,"","",1138040214,Ray (2004)
474,26422,3.0,"","","",Hair (1979)
474,39234,4.0,"","",1140576326,North Country (2005)
474,39234,4.0,"","",1137202089,North Country (2005)
475,5218,4.5,"","","",Ice Age (2002)
475,5618,5.0,"","","",Spirited Away (Sen to Chihiro no kamikakushi) (2001)
475,122892,4.0,"","","",Avengers: Age of Ultron (2015)
477,516,3.5,"","","",Renaissance Man (1994)
477,709,4.0,"","","",Oliver & Company (1988)
477,1136,4.5,"","","",Monty Python and the Holy Grail (1975)
477,2105,3.5,"","","",Tron (1982)
477,3213,4.5,"","","",Batman: Mask of the Phantasm (1993)
477,5349,4.0,"","","",Spider-Man (2002)
478,1584,2.5,"","","",Contact (1997)
478,1917,2.0,"","","",Armageddon (1998)
479,4489,3.0,"","","",Coming to America (1988)
480,3827,2.5,"","","",Space Cowboys (2000)
480,7454,3.0,"","","",Van Helsing (2004)
480,30810,4.5,"","","","Life Aquatic with Steve Zissou, The (2004)"
480,34437,2.5,"","","",Broken Flowers (2005)
480,48516,4.5,"","","","Departed, The (2006)"
481,1614,2.0,"","","",In & Out (1997)
482,8644,4.5,"","","","I, Robot (2004)"
483,32,5.0,"","","",Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
483,88448,5.0,"","","",Paper Birds (Pájaros de papel) (2010)
489,2253,3.0,"","","",Toys (1992)
489,31696,1.0,"","","",Constantine (2005)
490,6016,4.0,"","","",City of God (Cidade de Deus) (2002)
492,1485,5.0,"","","",Liar Liar (1997)
495,5449,4.0,"","","",Mr. Deeds (2002)
495,53322,4.0,"","","",Ocean's Thirteen (2007)
498,364,5.0,"","","","Lion King, The (1994)"
501,7,4.0,"","","",Sabrina (1995)
503,93272,2.5,"","","",Dr. Seuss' The Lorax (2012)
506,53000,4.0,"","","",28 Weeks Later (2007)
507,150,3.0,"","","",Apollo 13 (1995)
508,1952,2.0,"","","",Midnight Cowboy (1969)
509,2018,3.0,"","","",Bambi (1942)
514,1407,3.0,"","","",Scream (1996)
514,2454,3.0,"","","","Fly, The (1958)"
514,3471,5.0,"","","",Close Encounters of the Third Kind (1977)
517,3967,4.5,"","","",Billy Elliot (2000)
517,6550,0.5,"","","",Johnny English (2003)
517,69844,3.0,"","","",Harry Potter and the Half-Blood Prince (2009)
525,7361,3.5,"","","",Eternal Sunshine of the Spotless Mind (2004)
525,89745,4.5,"","","","Avengers, The (2012)"
525,97866,4.5,"","","","Imposter, The (2012)"
525,102407,3.5,"","","","Great Gatsby, The (2013)"
527,2118,5.0,"","","","Dead Zone, The (1983)"
527,2565,4.0,"","","","King and I, The (1956)"
528,55290,1.0,"","","",Gone Baby Gone (2007)
530,587,5.0,"","","",Ghost (1990)
534,2011,4.5,"","","",Back to the Future Part II (1989)
534,2115,4.0,"","","",Indiana Jones and the Temple of Doom (1984)
534,32031,4.0,"","","",Robots (2005)
534,71535,4.0,"","","",Zombieland (2009)
539,318,4.0,"","","","Shawshank Redemption, The (1994)"
541,165,3.0,"","","",Die Hard: With a Vengeance (1995)
542,2542,3.5,"","","","Lock, Stock & Two Smoking Barrels (1998)"
549,1291,3.0,"","","",Indiana Jones and the Last Crusade (1989)
549,158813,1.0,"","","",Alice Through the Looking Glass (2016)
551,84152,4.5,"","","",Limitless (2011)
551,87232,4.0,"","","",X-Men: First Class (2011)
552,3409,0.5,"","","",Final Destination (2000)
555,1222,4.0,"","","",Full Metal Jacket (1987)
555,1862,3.0,"","","",Species II (1998)
555,2531,5.0,"","","",Battle for the Planet of the Apes (1973)
555,2748,1.0,"","","",Allan Quatermain and the Lost City of Gold (1987)
555,4010,3.0,"","","",Brewster's Millions (1985)
556,4993,4.5,"","","","Lord of the Rings: The Fellowship of the Ring, The (2001)"
560,5219,4.0,"","","",Resident Evil (2002)
560,30707,3.0,"","","",Million Dollar Baby (2004)
560,39435,3.5,"","","","Legend of Zorro, The (2005)"
560,73017,3.5,"","","",Sherlock Holmes (2009)
561,33166,3.0,"","","",Crash (2004)
562,3510,4.0,"","","",Frequency (2000)
563,5524,3.0,"","","",Blue Crush (2002)
567,356,3.0,"","",1525287545,Forrest Gump (1994)
567,356,3.0,"","",1525287537,Forrest Gump (1994)
567,356,3.0,"","",1525287541,Forrest Gump (1994)
567,356,3.0,"","",1525287539,Forrest Gump (1994)
567,92234,1.5,"","","",Red Tails (2012)
567,160438,1.5,"","","",Jason Bourne (2016)
567,168250,2.0,"","","",Get Out (2017)
570,153,2.5,"","","",Batman Forever (1995)
571,1388,2.0,"","","",Jaws 2 (1978)
571,2327,2.0,"","","",Tales from the Darkside: The Movie (1990)
572,457,5.0,"","","","Fugitive, The (1993)"
572,1374,4.0,"","","",Star Trek II: The Wrath of Khan (1982)
573,500,5.0,"","","",Mrs. Doubtfire (1993)
573,780,5.0,"","","",Independence Day (a.k.a. ID4) (1996)
573,1562,0.5,"","","",Batman & Robin (1997)
573,1801,4.0,"","",1186588917,"Man in the Iron Mask, The (1998)"
573,52722,2.5,"","","",Spider-Man 3 (2007)
577,1375,3.0,"","","",Star Trek III: The Search for Spock (1984)
577,2528,4.0,"","","",Logan's Run (1976)
580,3702,4.5,"","","",Mad Max (1979)
580,8644,4.5,"","","","I, Robot (2004)"
580,32587,5.0,"","","",Sin City (2005)
588,47,3.0,"","","",Seven (a.k.a. Se7en) (1995)
590,921,3.5,"","","",My Favorite Year (1982)
590,7373,2.5,"","","",Hellboy (2004)
590,51077,2.0,"","","",Ghost Rider (2007)
591,3238,1.0,"","","",Eye of the Beholder (1999)
592,317,4.0,"","","","Santa Clause, The (1994)"
593,357,2.0,"","","",Four Weddings and a Funeral (1994)
594,2985,4.5,"","","",RoboCop (1987)
596,7615,4.5,"","","",Desert Hearts (1985)
596,59315,3.5,"","","",Iron Man (2008)
597,145,2.0,"","","",Bad Boys (1995)
599,2,2.5,"","","",Jumanji (1995)
599,704,0.5,"","","","Quest, The (1996)"
599,802,2.5,"","","",Phenomenon (1996)
599,1438,1.5,"","","",Dante's Peak (1997)
599,1623,2.5,"","","",Wishmaster (1997)
599,2485,2.5,"","","",She's All That (1999)
599,4275,2.5,"","","",Krull (1983)
599,27788,2.5,"","","","Jacket, The (2005)"
599,31878,2.5,"","","",Kung Fu Hustle (Gong fu) (2004)
599,34338,2.0,"","","","Aristocrats, The (2005)"
599,38061,3.5,"","","",Kiss Kiss Bang Bang (2005)
599,39381,2.5,"","","","Proposition, The (2005)"
599,47423,3.0,"","","",Half Nelson (2006)
600,172,2.0,"","","",Johnny Mnemonic (1995)
600,575,2.0,"","","","Little Rascals, The (1994)"
600,2145,3.5,"","","",Pretty in Pink (1986)
603,1119,3.0,"","","",Drunks (1995)
603,3508,4.0,"","","","Outlaw Josey Wales, The (1976)"
603,3744,4.0,"","","",Shaft (2000)
605,2683,4.0,"","","",Austin Powers: The Spy Who Shagged Me (1999)
606,111,3.5,"","","",Taxi Driver (1976)
606,1997,3.0,"","","","Exorcist, The (1973)"
606,2232,4.0,"","","",Cube (1997)
606,2503,4.0,"","","","Apple, The (Sib) (1998)"
606,48516,3.5,"","","","Departed, The (2006)"
607,2193,3.0,"","","",Willow (1988)
608,508,4.0,"","","",Philadelphia (1993)
608,1591,3.0,"","","",Spawn (1997)
608,2060,2.0,"","","",BASEketball (1998)
608,4890,4.0,"","","",Shallow Hal (2001)
608,6874,4.0,"","","",Kill Bill: Vol. 1 (2003)
610,137857,4.0,"","","",The Jungle Book (2016)
