391,3083,5.0,"","","",All About My Mother (Todo sobre mi madre) (1999)
401,84944,3.5,"","","",Rango (2011)
405,224,3.5,"","","",Don Juan DeMarco (1995)
409,2770,3.0,"","","",Bowfinger (1999)
412,2915,4.0,"","","",Risky Business (1983)
414,107,3.0,"","","",Muppet Treasure Island (1996)
414,293,5.0,"","","",Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
414,1594,4.0,"","","",In the Company of Men (1997)
414,2011,3.0,"","","",Back to the Future Part II (1989)
414,2908,4.0,"","","",Boys Don't Cry (1999)
414,3238,2.0,"","","",Eye of the Beholder (1999)
414,4086,3.0,"","","","Big Easy, The (1987)"
414,4681,4.0,"","","","War of the Roses, The (1989)"
414,5521,4.0,"","","","Principal, The (1987)"
414,5984,3.0,"","","","Story of O, The (Histoire d'O) (1975)"
414,8361,3.0,"","","","Day After Tomorrow, The (2004)"
414,46972,2.0,"","","",Night at the Museum (2006)
415,1203,4.5,"","","",12 Angry Men (1957)
418,4226,3.5,"","","",Memento (2000)
419,71282,4.5,"","","","Food, Inc. (2008)"
420,3979,3.0,"","","",Little Nicky (2000)
424,30825,3.5,"","",1457846573,Meet the Fockers (2004)
424,30825,3.5,"","",1457846569,Meet the Fockers (2004)
428,169,0.5,"","","",Free Willy 2: The Adventure Home (1995)
428,296,4.5,"","","",Pulp Fiction (1994)
430,2571,5.0,"","","","Matrix, The (1999)"
436,531,4.0,"","","","Secret Garden, The (1993)"
438,673,3.5,"","","",Space Jam (1996)
438,6218,3.5,"","","",Bend It Like Beckham (2002)
446,337,5.0,"","","",What's Eating Gilbert Grape (1993)
448,2709,4.0,"","","",Muppets From Space (1999)
448,3268,1.0,"","","",Stop! Or My Mom Will Shoot (1992)
448,3301,4.0,"","","","Whole Nine Yards, The (2000)"
448,4447,1.5,"","","",Legally Blonde (2001)
448,4678,3.5,"","","",UHF (1989)
448,4874,2.0,"","","",K-PAX (2001)
448,27831,3.5,"","","",Layer Cake (2004)
448,49530,3.0,"","","",Blood Diamond (2006)
448,85401,2.0,"","","",Super (2010)
448,87485,1.5,"","","",Bad Teacher (2011)
448,104241,3.0,"","","",Kick-Ass 2 (2013)
448,116985,1.5,"","","",The Longest Week (2014)
448,120635,1.0,"","","",Taken 3 (2015)
448,165343,1.5,"","","",The Rocky Horror Picture Show: Let's Do the Time Warp Again (2016)
450,3893,4.0,"","","",Nurse Betty (2000)
453,3174,4.0,"","","",Man on the Moon (1999)
453,4029,4.0,"","","",State and Main (2000)
454,1089,4.0,"","","",Reservoir Dogs (1992)
457,3593,1.0,"","","",Battlefield Earth (2000)
458,292,5.0,"","","",Outbreak (1995)
461,104841,0.5,"","","",Gravity (2013)
462,1283,4.5,"","","",High Noon (1952)
462,2734,2.5,"","","","Mosquito Coast, The (1986)"
464,23,3.0,"","","",Assassins (1995)
465,904,5.0,"","","",Rear Window (1954)
465,1299,5.0,"","","","Killing Fields, The (1984)"
466,59315,4.0,"","","",Iron Man (2008)
469,589,4.0,"","","",Terminator 2: Judgment Day (1991)
469,3619,2.0,"","","","Hollywood Knights, The (1980)"
470,434,3.0,"","","",Cliffhanger (1993)
470,648,3.0,"","","",Mission: Impossible (1996)
474,956,4.0,"","",1137207058,Penny Serenade (1941)
474,1083,2.0,"","","","Great Race, The (1965)"
474,1909,4.5,"","",1137205667,"X-Files: Fight the Future, The (1998)"
474,2944,3.5,"","","","Dirty Dozen, The (1967)"
474,4033,3.0,"","","",Thirteen Days (2000)
474,4495,5.0,"","",1137202342,Crossing Delancey (1988)
474,5226,2.0,"","","",All the Right Moves (1983)
474,5836,2.0,"","","",Houseboat (1958)
